"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-395 0.77511325687463 2 6 "GO:0009850" "auxin metabolic process" 0.897848736921825
203 0.835325790308769 4 12 "GO:0009853" "photorespiration" 0.926618226408088
-274 0.704422482433142 2 22 "GO:0009860;GO:0009932" "cell tip growth" 0.8666123079913
745 0.559871345240718 4 7 "GO:0009861" "jasmonic acid and ethylene-dependent systemic resistance" 0.787895203354355
284 0.851192889050412 4 5 "GO:0009862" "systemic acquired resistance, salicylic acid mediated signaling pathway" 0.932888403810546
1417 0.267559078391883 2 7 "GO:0009863" "salicylic acid mediated signaling pathway" 0.546857844308221
866 0.530657357747638 4 6 "GO:0009864" "induced systemic resistance, jasmonic acid mediated signaling pathway" 0.770816657493293
1112 0.175346319652909 3 17 "GO:0009867" "jasmonic acid mediated signaling pathway" 0.456979617884185
-10 0.992127947220428 2 12 "GO:0009877" "nodulation" 0.995807037259564
16 0.98465100148155 3 17 "GO:0009880" "embryonic pattern specification" 0.993139405453853
-1220 0.0195395682982195 2 42 "GO:0009886" "post-embryonic animal morphogenesis" 0.130050241460281
605 0.0408078456558293 2 132 "GO:0009887" "animal organ morphogenesis" 0.198418986063074
342 0.251488399379455 3 130 "GO:0009888" "tissue development" 0.534488161504648
921 4.14482036129166e-09 2 486 "GO:0009890;GO:0010558;GO:0031327;GO:2000113;GO:0045934" "negative regulation of biosynthetic process" 4.42841333338004e-07
472 6.42931597330214e-06 2 1159 "GO:0009893;GO:0010604;GO:0031325;GO:0051173" "positive regulation of metabolic process" 0.000326287785645084
461 0.00389617740122528 2 466 "GO:0009894;GO:0031329" "regulation of catabolic process" 0.0466605836156867
759 0.00978937082232404 2 134 "GO:0009895;GO:0031330" "negative regulation of catabolic process" 0.085386622847742
141 0.523846943761527 2 239 "GO:0009896;GO:0031331" "positive regulation of catabolic process" 0.764661222838852
54 0.904039966266334 4 57 "GO:0009908;GO:0090567;GO:0048367" "shoot system development" 0.952453464383232
-474 0.530838269544642 3 20 "GO:0009909" "regulation of flower development" 0.770816657493293
-756 0.502569534351343 2 9 "GO:0009911" "positive regulation of flower development" 0.749883244934382
-509 0.634055657626932 2 10 "GO:0009913" "epidermal cell differentiation" 0.834140297273623
385 0.569676821980686 4 25 "GO:0009914" "hormone transport" 0.794483060470864
1007 0.346531142986007 3 10 "GO:0009926;GO:0060918" "auxin polar transport" 0.619786978204048
-1071 0.236264842335576 4 14 "GO:0009948" "anterior/posterior axis specification" 0.518225424031571
-688 0.618473274545646 3 6 "GO:0009950" "dorsal/ventral axis specification" 0.822770042570345
394 0.497833048092123 4 34 "GO:0009952" "anterior/posterior pattern specification" 0.744457523113819
675 0.36102172767476 3 21 "GO:0009953" "dorsal/ventral pattern formation" 0.630943755749196
-2722 0.071939846857669 2 5 "GO:0009960" "endosperm development" 0.276433233098414
660 0.537027843365126 3 10 "GO:0009965" "leaf morphogenesis" 0.773706681021824
-98 0.367046186377334 2 1073 "GO:0009966;GO:0010646;GO:0023051" "regulation of cell communication" 0.636017573516992
-490 0.00276873737936949 2 443 "GO:0009967;GO:0010647;GO:0023056" "positive regulation of cell communication" 0.0371633180580032
-15 0.918552647430098 2 578 "GO:0009968;GO:0010648;GO:0023057;GO:0048585" "negative regulation of response to stimulus" 0.959303859996231
-487 0.724205504900969 5 6 "GO:0009992" "cellular water homeostasis" 0.872247124238785
-147 0.866195325686933 2 15 "GO:0010001" "glial cell differentiation" 0.940056942605974
399 0.755056120481351 4 7 "GO:0010015" "root morphogenesis" 0.888243895319359
2204 0.145048144743722 3 5 "GO:0010025;GO:0010166" "wax biosynthetic process" 0.408769907770985
-547 0.591453552936591 3 11 "GO:0010029;GO:1900140" "regulation of seedling development" 0.805535533352083
-189 0.900716951530272 2 5 "GO:0010030" "positive regulation of seed germination" 0.951329558588164
4220 0.00526859607749892 3 5 "GO:0010032" "meiotic chromosome condensation" 0.056439314181123
142 0.214933032878591 2 947 "GO:0010033" "response to organic substance" 0.498158994411785
-132 0.454850883626813 2 377 "GO:0010035" "response to inorganic substance" 0.712085759003443
575 0.652734885450999 2 7 "GO:0010037;GO:0071244" "response to carbon dioxide" 0.843982049341101
-278 0.218439422958569 2 228 "GO:0010038" "response to metal ion" 0.502188027866246
-3018 0.0460104333591236 3 5 "GO:0010039" "response to iron ion" 0.211076112359369
-2213 0.00436254932794199 5 19 "GO:0010043" "response to zinc ion" 0.0503180405438764
1346 0.292436809515263 4 7 "GO:0010051" "xylem and phloem pattern formation" 0.572550853851236
-1955 0.102005581470736 2 8 "GO:0010053" "root epidermal cell differentiation" 0.342641962684868
1772 0.2412969844602 2 5 "GO:0010075" "regulation of meristem growth" 0.524880510549801
645 0.393934715814421 2 20 "GO:0010087" "phloem or xylem histogenesis" 0.658721147531528
-498 0.696927645628364 2 7 "GO:0010089" "xylem development" 0.862660439405841
1901 0.168619669731559 2 6 "GO:0010090" "trichome morphogenesis" 0.448139665468476
-505 0.738342614697263 3 5 "GO:0010099" "regulation of photomorphogenesis" 0.878848040168798
631 0.676388906117562 2 5 "GO:0010106" "cellular response to iron ion starvation" 0.854445849790467
1045 0.284598279510299 5 12 "GO:0010109" "regulation of photosynthesis" 0.566962225128466
3061 0.0266393049084857 2 6 "GO:0010114" "response to red light" 0.153630082284733
-699 0.513418245850346 2 10 "GO:0010118" "stomatal movement" 0.757716495148093
692 0.385365142698316 4 18 "GO:0010119" "regulation of stomatal movement" 0.651739129452715
-109 0.942626291900319 4 5 "GO:0010124" "phenylacetate catabolic process" 0.972039943341935
-392 0.554879245078231 3 26 "GO:0010150;GO:0090693" "plant organ senescence" 0.783041270426701
1114 0.461429345756562 3 5 "GO:0010152" "pollen maturation" 0.715378735071646
-50 0.962499017890517 2 10 "GO:0010154" "fruit development" 0.981502783062669
2441 0.00390753655894913 2 16 "GO:0010165" "response to X-ray" 0.0466605836156867
-1611 0.243410604113719 2 6 "GO:0010167;GO:0015706;GO:0071249" "response to nitrate" 0.525839634274329
-1041 0.286409241688231 2 12 "GO:0010171" "body morphogenesis" 0.568303161910328
-1494 0.242549873392112 4 7 "GO:0010172" "embryonic body morphogenesis" 0.525481582695824
-477 0.538709774783285 4 19 "GO:0010183;GO:0050918" "positive chemotaxis" 0.774445931192568
-813 0.524680353681162 2 7 "GO:0010193" "response to ozone" 0.765158849118361
-424 0.758789963243222 2 6 "GO:0010197" "polar nucleus fusion" 0.890735960412265
593 0.527723788803388 2 13 "GO:0010200" "response to chitin" 0.767117286982368
-1375 0.222730359726144 5 9 "GO:0010206" "photosystem II repair" 0.505649032351868
2297 0.0723779510341948 4 7 "GO:0010207" "photosystem II assembly" 0.277221208678142
-836 0.392057433162075 4 12 "GO:0010208;GO:0010584;GO:0085029" "extracellular matrix assembly" 0.65720610183238
1670 0.000560389482435508 2 49 "GO:0010212" "response to ionizing radiation" 0.0122982772902063
1220 0.419889783586426 2 5 "GO:0010214" "seed coat development" 0.679184271458522
-87 0.858125748546721 6 49 "GO:0010224" "response to UV-B" 0.935167980632074
1076 0.39978284524359 6 7 "GO:0010225" "response to UV-C" 0.665460944993699
1474 0.168139329971743 5 10 "GO:0010226;GO:0071285" "response to lithium ion" 0.448139665468476
1120 0.160052079683432 2 18 "GO:0010228" "vegetative to reproductive phase transition of meristem" 0.434947418684561
549 0.590467758234847 4 11 "GO:0010229" "inflorescence development" 0.80515450928932
176 0.304503486033536 4 405 "GO:0010243;GO:1901698" "response to nitrogen compound" 0.583152902498187
-1720 0.212995656779143 2 6 "GO:0010256" "endomembrane system organization" 0.496592320825707
639 0.410757276308402 2 19 "GO:0010257;GO:0032981;GO:0097031" "NADH dehydrogenase complex assembly" 0.672992147623935
-846 0.386505500734115 2 12 "GO:0010259" "multicellular organism aging" 0.653294060358246
-1130 0.413111085629932 3 6 "GO:0010273" "detoxification of copper ion" 0.675167436077888
609 0.569270460979494 2 10 "GO:0010286" "heat acclimation" 0.794483060470864
388 0.797546914100677 5 5 "GO:0010288" "response to lead ion" 0.90905122718943
1962 0.0818001311168733 6 9 "GO:0010310" "regulation of hydrogen peroxide metabolic process" 0.298122560443901
80 0.946583086990493 2 8 "GO:0010311" "lateral root formation" 0.973864697604344
1351 0.0417902268745768 5 26 "GO:0010332;GO:0071479" "response to gamma radiation" 0.200790912557138
1360 0.255326814689628 2 8 "GO:0010344" "seed oilbody biogenesis" 0.536556363332942
-879 0.561030641392207 2 5 "GO:0010363" "regulation of plant-type hypersensitive response" 0.788352810700314
-145 0.778977877484186 3 43 "GO:0010383;GO:0016998;GO:0044347" "cell wall polysaccharide metabolic process" 0.900014280758621
321 0.333358629851459 2 105 "GO:0010389;GO:1902749" "regulation of cell cycle G2/M phase transition" 0.607831320469367
1060 0.347321734870862 2 9 "GO:0010390" "histone monoubiquitination" 0.620042976436487
871 0.528048085886893 6 6 "GO:0010393;GO:0045488" "pectin metabolic process" 0.767313968754755
1259 0.0533572391909151 2 27 "GO:0010410;GO:0045491;GO:0045493" "hemicellulose metabolic process" 0.231442725550337
-481 0.608547752106085 2 13 "GO:0010447" "response to acidic pH" 0.816440450311595
2845 0.0599728294848123 2 5 "GO:0010452" "histone H3-K36 methylation" 0.249324878212959
-346 0.655831353223282 2 19 "GO:0010453" "regulation of cell fate commitment" 0.845846058949249
-451 0.765755077426489 5 5 "GO:0010455" "positive regulation of cell fate commitment" 0.892867781261213
1821 0.154274463102232 2 7 "GO:0010457" "centriole-centriole cohesion" 0.424646996742415
-1640 0.107765343395042 5 11 "GO:0010458" "exit from mitosis" 0.351421832631313
-1631 0.0182434351434123 3 24 "GO:0010466;GO:0010951" "negative regulation of peptidase activity" 0.12511545047678
1005 0.0881992342693956 4 33 "GO:0010467" "gene expression" 0.313014764977051
-933 0.0412615325160621 3 55 "GO:0010469" "regulation of signaling receptor activity" 0.199193605249955
-1849 0.100977613249102 5 9 "GO:0010470" "regulation of gastrulation" 0.341356461108538
-233 0.172805324600447 5 405 "GO:0010498;GO:0030163;GO:0043161" "protein catabolic process" 0.454301945217548
-2788 2.25273368529357e-06 6 33 "GO:0010499" "proteasomal ubiquitin-independent protein catabolic process" 0.000130658553747027
298 0.274168614113999 4 156 "GO:0010506" "regulation of autophagy" 0.552419143078331
557 0.231548113818501 2 53 "GO:0010507" "negative regulation of autophagy" 0.513337652511197
-424 0.353570685396677 4 55 "GO:0010508" "positive regulation of autophagy" 0.625488881355342
184 0.894166850298283 2 6 "GO:0010515" "negative regulation of induction of conjugation with cellular fusion" 0.949350787712089
-1213 0.0677487399986526 4 26 "GO:0010518;GO:0060193" "positive regulation of lipase activity" 0.268908583612316
-928 0.258219590903327 2 17 "GO:0010519;GO:0060192;GO:1900275" "negative regulation of lipase activity" 0.538274258375329
1263 0.148245832799041 2 15 "GO:0010520;GO:0060631" "regulation of meiosis I" 0.413094084532674
-978 0.126366202202584 2 28 "GO:0010522;GO:0051279;GO:0090279" "regulation of calcium ion transport into cytosol" 0.384881306033377
-2360 0.0484155361285167 2 8 "GO:0010524" "positive regulation of calcium ion transport into cytosol" 0.218374601500836
2766 0.00461504839220228 4 12 "GO:0010528;GO:0010529" "regulation of transposition" 0.0523382583026292
-1480 0.129725787029468 2 12 "GO:0010543;GO:0010544;GO:0034111;GO:0090330;GO:0090331" "regulation of platelet activation" 0.388964530484835
1031 0.222830579592491 2 16 "GO:0010559;GO:1903018;GO:0060049" "regulation of glycoprotein metabolic process" 0.505649032351868
520 0.00274629882910847 2 392 "GO:0010564" "regulation of cell cycle process" 0.0371633180580032
-314 0.577958642268666 2 36 "GO:0010565" "regulation of cellular ketone metabolic process" 0.79813336313292
-2075 0.104477585210194 2 7 "GO:0010566" "regulation of ketone biosynthetic process" 0.34598613046769
873 0.287234305798865 2 17 "GO:0010569" "regulation of double-strand break repair via homologous recombination" 0.568654536913999
673 0.573702133579781 3 8 "GO:0010570;GO:1900428;GO:1900430;GO:0090033" "regulation of filamentous growth of a population of unicellular organisms" 0.7956199840109
-1053 0.350213470890852 2 9 "GO:0010574;GO:0010575" "regulation of vascular endothelial growth factor production" 0.621925810280143
55 0.955346155526198 7 12 "GO:0010592;GO:1902745;GO:0031529;GO:0051496" "positive regulation of lamellipodium organization" 0.978224291395586
672 0.311186701252733 2 26 "GO:0010594" "regulation of endothelial cell migration" 0.588457385694502
-36 0.966211915703142 2 16 "GO:0010595" "positive regulation of endothelial cell migration" 0.983029915714695
2455 0.0400429264809824 3 8 "GO:0010603" "regulation of cytoplasmic mRNA processing body assembly" 0.196583169906637
520 4.33612531880288e-06 2 974 "GO:0010605;GO:0009892" "negative regulation of metabolic process" 0.000234728917257863
2759 0.0681560841296963 4 5 "GO:0010606" "positive regulation of cytoplasmic mRNA processing body assembly" 0.269964586894212
-14 0.986254460283313 4 17 "GO:0010611;GO:0014743;GO:0043502" "regulation of muscle hypertrophy" 0.993596304900807
1023 0.364326381978446 6 9 "GO:0010613;GO:0014742" "positive regulation of cardiac muscle hypertrophy" 0.634290356274653
-1181 0.323497546570105 4 8 "GO:0010614;GO:0014741" "negative regulation of cardiac muscle hypertrophy" 0.600548714711763
-2613 0.000403490256859424 2 21 "GO:0010623" "programmed cell death involved in cell development" 0.00952424676075152
949 2.73316767975699e-10 2 530 "GO:0010628" "positive regulation of gene expression" 3.46770649369168e-08
671 2.40911944593816e-06 4 595 "GO:0010629" "negative regulation of gene expression" 0.0001377609147959
304 0.392543900720912 4 91 "GO:0010632" "regulation of epithelial cell migration" 0.657649099930619
-1262 0.36054539522093 3 6 "GO:0010633" "negative regulation of epithelial cell migration" 0.630410983891893
59 0.921821209395019 2 32 "GO:0010634" "positive regulation of epithelial cell migration" 0.96054451305546
257 0.185199793867625 2 311 "GO:0010638" "positive regulation of organelle organization" 0.465761464032983
-302 0.194947822012864 2 214 "GO:0010639" "negative regulation of organelle organization" 0.47366137484873
15 0.988610779157767 5 11 "GO:0010649;GO:0010650;GO:0034112;GO:0045760;GO:0071286;GO:0072658;GO:0072660;GO:0098902;GO:0099612;GO:1900825;GO:1900827;GO:1904181;GO:1902259;GO:1902260;GO:1903817" "regulation of cell communication by electrical coupling" 0.994169076146887
-1214 0.379303229441574 4 6 "GO:0010656" "negative regulation of muscle cell apoptotic process" 0.646912680419439
-253 0.822698296203237 2 9 "GO:0010660" "regulation of muscle cell apoptotic process" 0.920660166092928
-1588 0.293883032666356 5 5 "GO:0010662;GO:0010665" "regulation of striated muscle cell apoptotic process" 0.572550853851236
355 0.781023094816517 3 7 "GO:0010669" "epithelial structure maintenance" 0.901627576080929
-453 0.325740753857467 3 54 "GO:0010675;GO:0043255" "regulation of cellular carbohydrate metabolic process" 0.602313323251143
214 0.849733490354212 2 9 "GO:0010676;GO:0010907;GO:0045722" "positive regulation of cellular carbohydrate metabolic process" 0.932410262388676
-14 0.986139925593623 2 17 "GO:0010677;GO:0045912" "negative regulation of carbohydrate metabolic process" 0.993596304900807
-561 0.710766078109224 3 5 "GO:0010701;GO:0014061;GO:0033605" "positive regulation of catecholamine secretion" 0.867935462547655
2510 0.0970625708974139 2 5 "GO:0010717" "regulation of epithelial to mesenchymal transition" 0.332551930669621
-8 0.975023082817601 2 187 "GO:0010720;GO:0045666;GO:0050769;GO:0051962" "positive regulation of cell development" 0.987426718942245
3317 0.0283206074942812 3 5 "GO:0010726" "positive regulation of hydrogen peroxide metabolic process" 0.159067747706035
-630 0.382292443188958 2 22 "GO:0010737" "protein kinase A signaling" 0.650322648469445
-1729 0.148153350358697 4 8 "GO:0010752" "regulation of cGMP-mediated signaling" 0.413094084532674
-3870 0.0105089577395505 7 5 "GO:0010753" "positive regulation of cGMP-mediated signaling" 0.089469046465103
-2263 0.076669893081335 2 7 "GO:0010755" "regulation of plasminogen activation" 0.286157178786848
-1572 0.298654901381339 3 5 "GO:0010757" "negative regulation of plasminogen activation" 0.576667595051482
-444 0.678264215943235 6 10 "GO:0010765;GO:1902307;GO:2000651" "positive regulation of sodium ion transport" 0.854697544097237
67 0.955246575217091 2 8 "GO:0010766;GO:0030948;GO:1902306;GO:2000650" "negative regulation of sodium ion transport" 0.978224291395586
104 0.9397813365094 6 6 "GO:0010767;GO:0010768" "negative regulation of transcription from RNA polymerase II promoter in response to UV-induced DNA damage" 0.970127695455928
-322 0.390529887401462 6 82 "GO:0010769" "regulation of cell morphogenesis involved in differentiation" 0.656316699564898
-688 0.329569756819457 3 23 "GO:0010770" "positive regulation of cell morphogenesis involved in differentiation" 0.60480318571467
-755 0.274722082453903 2 24 "GO:0010771" "negative regulation of cell morphogenesis involved in differentiation" 0.55271142456038
902 0.376763659058641 5 11 "GO:0010799" "regulation of peptidyl-threonine phosphorylation" 0.645322856531182
1483 0.214969103007253 4 8 "GO:0010800" "positive regulation of peptidyl-threonine phosphorylation" 0.498158994411785
-426 0.705335531429994 4 9 "GO:0010803" "regulation of tumor necrosis factor-mediated signaling pathway" 0.8666123079913
-209 0.711787675515937 3 36 "GO:0010810" "regulation of cell-substrate adhesion" 0.868500039806827
-716 0.397030795816371 2 16 "GO:0010811" "positive regulation of cell-substrate adhesion" 0.662261721862969
-442 0.120599478112614 3 143 "GO:0010817" "regulation of hormone levels" 0.373766321478788
2537 0.0471898800535245 5 7 "GO:0010818;GO:0072678;GO:0030321;GO:0045795;GO:0060444;GO:0060763;GO:0070634;GO:1990868;GO:1990869" "response to chemokine" 0.214488161621939
-474 0.322745719134146 6 50 "GO:0010821" "regulation of mitochondrion organization" 0.599976016339118
180 0.807340353927729 4 21 "GO:0010822" "positive regulation of mitochondrion organization" 0.91468302293447
-1361 0.0653966035932008 2 21 "GO:0010823" "negative regulation of mitochondrion organization" 0.264099975396195
1589 0.213992287282179 6 7 "GO:0010825;GO:0046601;GO:1903722;GO:1903724" "regulation of centriole elongation" 0.497030140941445
-210 0.869258890440611 4 7 "GO:0010826;GO:0046606" "negative regulation of centrosome cycle" 0.942374124215989
-1543 0.00884158619000374 2 33 "GO:0010827" "regulation of glucose transmembrane transport" 0.0795938801140026
-1591 0.0128917505970822 3 28 "GO:0010828;GO:1903961" "positive regulation of anion transmembrane transport" 0.10084876189625
1287 0.170074496084715 7 13 "GO:0010830" "regulation of myotube differentiation" 0.449660712163944
2078 0.104048383012007 2 7 "GO:0010831" "positive regulation of myotube differentiation" 0.345127806396036
2266 0.134065922186543 2 5 "GO:0010835" "regulation of protein ADP-ribosylation" 0.394236663173178
989 0.474057306025543 6 6 "GO:0010837" "regulation of keratinocyte proliferation" 0.726017601834668
-2065 0.00782355178414486 5 19 "GO:0010863" "positive regulation of phospholipase C activity" 0.0745624888348078
1017 0.461472144618877 3 6 "GO:0010866;GO:0010867;GO:0090208" "regulation of triglyceride biosynthetic process" 0.715378735071646
-950 0.491380390013643 -1 6 "GO:0010869;GO:0010870" "obsolete regulation of receptor biosynthetic process" 0.740115225718515
316 0.818830375441536 6 6 "GO:0010874;GO:0010875" "positive regulation of cholesterol efflux" 0.918133669585039
12 0.98817171332501 2 18 "GO:0010880;GO:0086004;GO:1903115" "regulation of actin filament-based movement" 0.994169076146887
71 0.932984418445067 2 16 "GO:0010883" "regulation of lipid storage" 0.966775947907057
-1026 0.42237203271511 2 7 "GO:0010884" "positive regulation of lipid storage" 0.681841134323398
-246 0.836942043132322 4 8 "GO:0010885" "regulation of cholesterol storage" 0.927148084001411
-847 0.575291075943055 3 5 "GO:0010886" "positive regulation of cholesterol storage" 0.796735699672852
734 0.595176853471715 3 6 "GO:0010888" "negative regulation of lipid storage" 0.808436943825749
580 0.347998372893469 2 30 "GO:0010906" "regulation of glucose metabolic process" 0.620373879618018
-3147 0.00850221393520089 4 8 "GO:0010917;GO:0045837" "negative regulation of membrane potential" 0.078097259223791
1978 0.151911296830143 2 6 "GO:0010918" "positive regulation of mitochondrial membrane potential" 0.420422539284513
-100 0.877945252681024 4 27 "GO:0010921;GO:0043666" "regulation of phosphatase activity" 0.944800579618776
2304 0.127593630966178 6 5 "GO:0010922;GO:0032516" "positive regulation of phosphatase activity" 0.38716751997211
-1041 0.204719199780637 3 17 "GO:0010923;GO:0035305" "negative regulation of dephosphorylation" 0.484900403751011
-849 0.0765688101036831 2 50 "GO:0010927" "cellular component assembly involved in morphogenesis" 0.286157178786848
-281 0.826257589007945 3 7 "GO:0010928" "regulation of auxin mediated signaling pathway" 0.921439007516205
-2561 0.00633862169949095 2 13 "GO:0010939" "regulation of necrotic cell death" 0.0643370102498332
-305 0.0655783289098016 4 434 "GO:0010941;GO:0042981;GO:0043067" "regulation of cell death" 0.264134935886701
-274 0.30109621942799 2 165 "GO:0010942;GO:0043065;GO:0043068" "positive regulation of cell death" 0.579360498046275
425 0.0805621890425198 2 197 "GO:0010948;GO:1901991;GO:0045930;GO:1901988" "negative regulation of cell cycle process" 0.295227887958792
-31 0.954491459017724 7 38 "GO:0010950;GO:0010952" "positive regulation of peptidase activity" 0.978224291395586
-752 0.389387444736429 7 15 "GO:0010955;GO:1903318" "negative regulation of protein maturation" 0.655923959541099
-738 0.0274397527175416 6 103 "GO:0010959" "regulation of metal ion transport" 0.15550774430506
-126 0.88894580497947 3 14 "GO:0010960" "magnesium ion homeostasis" 0.94852596307645
1484 0.145607761132268 4 11 "GO:0010962;GO:0005979;GO:0070873" "regulation of glycogen metabolic process" 0.409112463804158
555 0.122793984240055 6 89 "GO:0010965;GO:1905818;GO:0030071;GO:1902099" "regulation of chromosome separation" 0.378544856503131
-1359 0.287797082991224 5 7 "GO:0010968" "regulation of microtubule nucleation" 0.568654536913999
1539 7.82986736862007e-09 3 163 "GO:0010970;GO:0030705;GO:0099111" "microtubule-based transport" 7.56887178966607e-07
252 0.732557860019379 2 21 "GO:0010971;GO:1902751" "positive regulation of cell cycle G2/M phase transition" 0.875277682863915
164 0.704779973199356 2 61 "GO:0010972;GO:1902750" "negative regulation of cell cycle G2/M phase transition" 0.8666123079913
228 0.418115700237638 4 146 "GO:0010976;GO:0031346" "positive regulation of cell projection organization" 0.677750300561304
-855 0.0662701714899797 4 53 "GO:0010977;GO:0045665" "negative regulation of neuron differentiation" 0.26481977977295
-2490 0.0513983917840244 5 7 "GO:0014003" "oligodendrocyte development" 0.225110540068111
113 0.884724933578913 2 19 "GO:0014013" "regulation of gliogenesis" 0.947502830474911
-239 0.791862377244321 2 14 "GO:0014015" "positive regulation of gliogenesis" 0.906332525462219
-778 0.542615136308664 5 7 "GO:0014031;GO:0014032" "neural crest cell development" 0.775365939147578
1219 0.254371141446381 2 10 "GO:0014041;GO:0014042" "regulation of neuron maturation" 0.536274436682032
1910 0.000602119336915424 4 37 "GO:0014065;GO:0036092" "phosphatidylinositol 3-kinase signaling" 0.013143034988584
-208 0.783832977895148 2 20 "GO:0014066" "regulation of phosphatidylinositol 3-kinase signaling" 0.903534239285434
-540 0.632204170442989 2 9 "GO:0014067" "negative regulation of phosphatidylinositol 3-kinase signaling" 0.833360042856667
228 0.831321394369512 2 10 "GO:0014068" "positive regulation of phosphatidylinositol 3-kinase signaling" 0.924196292754715
223 0.263911166606153 2 293 "GO:0014070" "response to organic cyclic compound" 0.543622189964983
-240 0.751479192040918 3 20 "GO:0014072;GO:0043278" "response to isoquinoline alkaloid" 0.886147406240525
-148 0.710809215017476 2 72 "GO:0014074;GO:0046683" "response to purine-containing compound" 0.867935462547655
1813 0.18905945027532 2 6 "GO:0014075" "response to amine" 0.469181765353178
1327 0.128618729649698 3 15 "GO:0014706;GO:0060537" "muscle tissue development" 0.388948865842658
134 0.929263881282904 6 5 "GO:0014819" "regulation of skeletal muscle contraction" 0.964420081290539
1164 0.123828392779391 2 20 "GO:0014823" "response to activity" 0.379618823396164
-1034 0.418502463918027 3 7 "GO:0014850" "response to muscle activity" 0.677750300561304
3089 0.0411385796900017 2 5 "GO:0014874" "response to stimulus involved in regulation of muscle adaptation" 0.199073460716814
-1264 0.123508482342786 2 17 "GO:0014910" "regulation of smooth muscle cell migration" 0.379594578585701
-209 0.852748954347322 7 9 "GO:0014911" "positive regulation of smooth muscle cell migration" 0.93344857229715
-2376 0.0198110207143194 3 11 "GO:0014912;GO:0048662;GO:1904706" "negative regulation of smooth muscle cell proliferation" 0.130150071359445
-1832 0.151895225891245 6 7 "GO:0015012" "heparan sulfate proteoglycan biosynthetic process" 0.420422539284513
1511 0.273884743111536 2 6 "GO:0015074" "DNA integration" 0.552121180254636
848 0.575200854837099 5 5 "GO:0015669;GO:0015670" "carbon dioxide transport" 0.796735699672852
94 0.656051536854972 4 263 "GO:0015672" "monovalent inorganic cation transport" 0.845846058949249
-995 0.212160835807126 2 18 "GO:0015693" "magnesium ion transport" 0.495646668999665
-1190 0.073085221782404 4 26 "GO:0015695" "organic cation transport" 0.278128739805288
-232 0.618496100966673 3 53 "GO:0015696" "ammonium transport" 0.822770042570345
138 0.689306338254406 6 97 "GO:0015698" "inorganic anion transport" 0.859177940588959
-2527 0.0480303224396281 4 7 "GO:0015701" "bicarbonate transport" 0.217394770462531
-791 0.000371128364836616 3 236 "GO:0015711" "organic anion transport" 0.00891586485938853
-253 0.604719727882532 7 48 "GO:0015718" "monocarboxylic acid transport" 0.815068115654515
1859 0.145790452601503 2 7 "GO:0015721" "bile acid and bile salt transport" 0.409342487940596
-1231 0.415708663162829 2 5 "GO:0015739" "sialic acid transport" 0.675921975346851
-1302 0.182567186388938 10 12 "GO:0015740" "C4-dicarboxylate transport" 0.463861315395844
-2080 0.131973533739119 2 6 "GO:0015744" "succinate transport" 0.392088098092166
-220 0.576886602705442 5 74 "GO:0015748" "organophosphate ester transport" 0.797289240714662
-2331 0.0512934460135771 8 8 "GO:0015766;GO:0015772" "oligosaccharide transport" 0.225110540068111
-2969 0.0496595483449019 3 5 "GO:0015770" "sucrose transport" 0.221314781866412
-2141 0.00467190643946336 3 20 "GO:0015780;GO:0090481" "nucleotide-sugar transmembrane transport" 0.0528354878669115
-1826 0.0878386089166931 5 10 "GO:0015800;GO:0015813" "acidic amino acid transport" 0.312280868828173
-360 0.660948059170156 2 17 "GO:0015802;GO:0015809" "basic amino acid transport" 0.847851222821748
-1888 0.0367542110628167 3 14 "GO:0015804" "neutral amino acid transport" 0.18604089705407
-1801 0.00570379303983994 5 27 "GO:0015807;GO:1902475" "L-amino acid transport" 0.0596840199529643
-1321 0.382505045454442 3 5 "GO:0015810" "aspartate transmembrane transport" 0.650322648469445
-817 0.445129384609813 6 10 "GO:0015819;GO:1902022;GO:1903401;GO:0015801;GO:0015817;GO:0089709;GO:1902024" "lysine transport" 0.703748170372212
-1413 0.166022673248493 4 11 "GO:0015822;GO:1903352;GO:1990575" "L-ornithine transmembrane transport" 0.444632710914709
-403 0.000110781071249108 2 1168 "GO:0015833;GO:0042886;GO:0015031;GO:0045184" "establishment of protein localization" 0.00354150511237306
-2067 0.134439149931473 5 6 "GO:0015844" "monoamine transport" 0.394517465524649
-1519 0.177815270348836 3 9 "GO:0015846" "polyamine transport" 0.45982802395941
-309 0.554376429988703 2 42 "GO:0015850" "organic hydroxy compound transport" 0.783041270426701
-267 0.846629275567623 2 6 "GO:0015853;GO:0015855" "adenine transport" 0.930743567422364
-875 0.370048515948832 2 12 "GO:0015858;GO:1901642" "nucleoside transport" 0.639317861596705
-3234 0.00249943247773628 2 10 "GO:0015867" "ATP transport" 0.0349060239761947
461 0.718549673674192 5 7 "GO:0015870;GO:1901374;GO:0061526" "acetate ester transport" 0.870279887557054
-1159 0.443520419384782 9 5 "GO:0015886;GO:1901678" "iron coordination entity transport" 0.702846566238179
-497 0.413437031086956 8 31 "GO:0015908" "fatty acid transport" 0.675167436077888
410 0.662075822718132 2 13 "GO:0015909" "long-chain fatty acid transport" 0.848319660544648
542 0.336998693625821 6 36 "GO:0015914" "phospholipid transport" 0.610265252507062
-493 0.4666893144671 6 25 "GO:0015918;GO:0030301" "sterol transport" 0.718528106460533
