"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-2021 0.0452365895076112 2 13 "GO:0008655;GO:0010138;GO:0032262;GO:0043097;GO:0044206" "pyrimidine-containing compound salvage" 0.294299334788103
1099 0.499530962709261 8 5 "GO:0009048" "dosage compensation by inactivation of X chromosome" 0.805915612582211
-13 0.99314730692055 2 6 "GO:0009052" "pentose-phosphate shunt, non-oxidative branch" 0.9978552141421
-265 0.680253310097399 3 32 "GO:0009060" "aerobic respiration" 0.889295217871778
-1198 0.00351822734471862 2 79 "GO:0009062" "fatty acid catabolic process" 0.0746149941433218
-177 0.521556598266356 2 176 "GO:0009063;GO:1901606" "cellular amino acid catabolic process" 0.813572523865606
194 0.543429979817569 7 131 "GO:0009064" "glutamine family amino acid metabolic process" 0.824119947614448
-230 0.777605607385953 4 20 "GO:0009065" "glutamine family amino acid catabolic process" 0.937344555008226
34 0.918506477283159 3 124 "GO:0009066" "aspartate family amino acid metabolic process" 0.977172099077034
-112 0.7796634324855 4 83 "GO:0009067" "aspartate family amino acid biosynthetic process" 0.938200985289291
523 0.424176353256546 2 31 "GO:0009068" "aspartate family amino acid catabolic process" 0.766287653335354
387 0.30904708886011 3 92 "GO:0009069" "serine family amino acid metabolic process" 0.675981168626192
-266 0.591848334626907 3 54 "GO:0009070" "serine family amino acid biosynthetic process" 0.847409987001788
1533 0.0211496635305988 2 30 "GO:0009071" "serine family amino acid catabolic process" 0.195648180516769
-350 0.450011918959103 2 62 "GO:0009072" "aromatic amino acid family metabolic process" 0.781661829963828
726 0.309571422961983 2 26 "GO:0009073" "aromatic amino acid family biosynthetic process" 0.676105282349799
-1192 0.0564458774261437 4 34 "GO:0009074" "aromatic amino acid family catabolic process" 0.324835917198937
374 0.415269165197565 2 63 "GO:0009081" "branched-chain amino acid metabolic process" 0.760663055239173
-454 0.480942591654697 3 32 "GO:0009083" "branched-chain amino acid catabolic process" 0.797055988866848
338 0.49131251156741 3 55 "GO:0009084" "glutamine family amino acid biosynthetic process" 0.803406525764634
-191 0.789642040671544 2 26 "GO:0009085" "lysine biosynthetic process" 0.940527071149108
38 0.972445067433977 2 11 "GO:0009088" "threonine biosynthetic process" 0.992595922681149
-292 0.726349237654549 3 19 "GO:0009089;GO:0046451" "lysine biosynthetic process via diaminopimelate" 0.91022408965828
-391 0.677725270115583 2 15 "GO:0009092" "homoserine metabolic process" 0.888464442592691
337 0.781069348340169 2 9 "GO:0009098" "leucine biosynthetic process" 0.938712397630816
1370 0.144794223417411 4 15 "GO:0009099" "valine biosynthetic process" 0.498417639601819
-527 0.271144052270815 2 58 "GO:0009100" "glycoprotein metabolic process" 0.638219634021107
-279 0.766941034444596 3 15 "GO:0009101;GO:0030166" "glycoprotein biosynthetic process" 0.931205940688614
828 0.0064427726093908 -1 145 "GO:0009108" "obsolete coenzyme biosynthetic process" 0.101195127676822
-1490 0.315768318463482 -1 6 "GO:0009109" "obsolete coenzyme catabolic process" 0.682503897848126
196 0.645978517605045 3 73 "GO:0009110;GO:0042364" "vitamin biosynthetic process" 0.872619958150087
205 0.682333709597965 5 53 "GO:0009112;GO:0006206" "nucleobase metabolic process" 0.891150434104501
-925 0.00365717749462819 5 132 "GO:0009116;GO:0009119" "nucleoside metabolic process" 0.0763984378627829
507 0.000570894969179758 2 645 "GO:0009117;GO:0006753;GO:0055086" "nucleobase-containing small molecule metabolic process" 0.0209227998353774
1022 8.9294684658935e-06 2 255 "GO:0009123;GO:0009126;GO:0009161;GO:0009167" "nucleoside monophosphate metabolic process" 0.000703911683971756
-321 0.353983762332296 4 111 "GO:0009124;GO:0009156" "nucleoside monophosphate biosynthetic process" 0.719330816646076
185 0.662719761867719 5 74 "GO:0009127;GO:0009168" "purine nucleoside monophosphate biosynthetic process" 0.882640473408776
-2493 0.0526261263658458 4 8 "GO:0009133" "nucleoside diphosphate biosynthetic process" 0.317734040399572
-2619 0.0777995188971057 3 6 "GO:0009134;GO:0009137;GO:0009181;GO:0009191" "purine ribonucleoside diphosphate catabolic process" 0.380904350517478
-2399 0.0136426210838577 2 14 "GO:0009143" "nucleoside triphosphate catabolic process" 0.154051002400966
-1701 0.0118900802898691 2 29 "GO:0009148;GO:0009147" "pyrimidine nucleoside triphosphate metabolic process" 0.141529217809325
788 4.1509604422899e-06 3 469 "GO:0009150;GO:0006163;GO:0009259;GO:0072521;GO:0019693" "ribose phosphate metabolic process" 0.00040331890064854
-1362 0.289531090946625 2 8 "GO:0009151;GO:0009215" "purine deoxyribonucleotide metabolic process" 0.657826631087998
318 0.233623185809513 3 188 "GO:0009152;GO:0006164;GO:0009260;GO:0072522;GO:0046390" "ribose phosphate biosynthetic process" 0.604313206780469
-338 0.649559474254287 4 24 "GO:0009154;GO:0009261" "purine ribonucleotide catabolic process" 0.875438543043358
-1141 0.374899334573751 6 8 "GO:0009155;GO:0009146;GO:0006203;GO:0009217;GO:0046070" "purine nucleoside triphosphate catabolic process" 0.732614321725506
-1246 0.00175453876136106 3 84 "GO:0009163;GO:1901659;GO:0042455" "glycosyl compound biosynthetic process" 0.0472933093223646
-1930 0.0471967035593239 2 14 "GO:0009164;GO:0034656" "nucleobase-containing small molecule catabolic process" 0.299677549347804
187 0.424468839913709 4 247 "GO:0009165;GO:1901293" "nucleoside phosphate biosynthetic process" 0.766287653335354
-909 0.0749025007102915 2 51 "GO:0009166;GO:1901292" "nucleoside phosphate catabolic process" 0.37438856827671
751 0.274943418575153 3 28 "GO:0009187" "cyclic nucleotide metabolic process" 0.641587217722862
-2001 0.177883477229122 2 6 "GO:0009188;GO:0009180;GO:0009136" "ribonucleoside diphosphate biosynthetic process" 0.547322919692309
2062 0.0890344226654921 2 9 "GO:0009190" "cyclic nucleotide biosynthetic process" 0.403272861374175
-2290 0.123079112551558 2 6 "GO:0009193;GO:0009138" "pyrimidine nucleoside diphosphate metabolic process" 0.467075272936453
-2134 0.0105937224844491 2 19 "GO:0009200" "deoxyribonucleoside triphosphate metabolic process" 0.132196482554618
227 0.602935771286469 2 70 "GO:0009201;GO:0009142" "nucleoside triphosphate biosynthetic process" 0.850380851628899
-1174 0.393409264051141 2 7 "GO:0009202" "deoxyribonucleoside triphosphate biosynthetic process" 0.742474361859479
-2087 0.0696687999876234 3 10 "GO:0009204" "deoxyribonucleoside triphosphate catabolic process" 0.362937963027794
1320 2.12205647158752e-08 2 243 "GO:0009205;GO:0009144;GO:0009141;GO:0009199" "nucleoside triphosphate metabolic process" 6.33282281306619e-06
723 0.160605867712178 2 50 "GO:0009206;GO:0009145" "purine ribonucleoside triphosphate biosynthetic process" 0.529606405131397
-814 0.283347871681736 6 23 "GO:0009209;GO:0009208;GO:0006241;GO:0046036" "pyrimidine ribonucleoside triphosphate biosynthetic process" 0.651449313505036
-5088 0.000612824671405251 3 6 "GO:0009211" "pyrimidine deoxyribonucleoside triphosphate metabolic process" 0.0213160862785778
-3200 0.0023137530571109 3 12 "GO:0009221;GO:0009219;GO:0009265;GO:0046385" "pyrimidine deoxyribonucleotide metabolic process" 0.0572003566426588
-143 0.810662115322872 5 37 "GO:0009225" "nucleotide-sugar metabolic process" 0.945307226321601
1722 0.0264832864367652 2 22 "GO:0009226" "nucleotide-sugar biosynthetic process" 0.21568649265654
1375 0.232073315872816 2 10 "GO:0009231;GO:0042727" "flavin-containing compound biosynthetic process" 0.603361738467097
91 0.943604920176754 4 8 "GO:0009233;GO:0009234" "menaquinone metabolic process" 0.985841799574513
420 0.760343019124056 4 7 "GO:0009235" "cobalamin metabolic process" 0.927006072423165
2539 0.00526683034425528 4 16 "GO:0009240;GO:0046490" "isopentenyl diphosphate biosynthetic process" 0.0936375199076534
-700 0.262583423881821 2 34 "GO:0009247" "glycolipid biosynthetic process" 0.63156574547518
406 0.803094501374597 2 5 "GO:0009249" "protein lipoylation" 0.944896881651103
-213 0.860454970951736 2 9 "GO:0009250" "glucan biosynthetic process" 0.963543518798272
-645 0.308737704858394 2 33 "GO:0009251" "glucan catabolic process" 0.675944118671937
-2183 0.141710601915746 2 6 "GO:0009253" "peptidoglycan catabolic process" 0.494135468871924
-1281 0.0433629219309262 2 33 "GO:0009262" "deoxyribonucleotide metabolic process" 0.288061924222157
-1338 0.108967115467435 2 19 "GO:0009263" "deoxyribonucleotide biosynthetic process" 0.446667082652623
-1088 0.246926351466398 7 15 "GO:0009264;GO:0046386" "deoxyribonucleotide catabolic process" 0.618459444805178
773 0.000603992733597525 3 266 "GO:0009266" "response to temperature stimulus" 0.0213160862785778
-99 0.663461787351755 2 259 "GO:0009267;GO:0031669;GO:0042594;GO:0031668;GO:0071496" "cellular response to external stimulus" 0.882948187830337
338 0.431541853330872 2 72 "GO:0009268" "response to pH" 0.771494164833711
-1284 0.429904883592107 4 5 "GO:0009292;GO:0009294" "DNA mediated transformation" 0.771494164833711
-838 0.514952495266211 2 8 "GO:0009301;GO:0042795" "snRNA transcription" 0.81110860205672
2825 0.0198361288641904 8 9 "GO:0009303" "rRNA transcription" 0.191451163435637
-1421 0.269223685473202 2 8 "GO:0009304;GO:0042797" "tRNA transcription" 0.637427581062824
429 0.498835938152335 4 33 "GO:0009309;GO:0042401" "cellular biogenic amine biosynthetic process" 0.805915612582211
210 0.690354094186379 2 48 "GO:0009311" "oligosaccharide metabolic process" 0.895919792809516
1092 0.179715410087578 2 20 "GO:0009312" "oligosaccharide biosynthetic process" 0.549269190450549
780 0.457985143431234 2 12 "GO:0009313" "oligosaccharide catabolic process" 0.785935871759066
235 0.233715554931917 3 350 "GO:0009314;GO:0009416" "response to radiation" 0.604313206780469
-2034 0.00620970534784586 4 24 "GO:0009394;GO:0019692" "deoxyribose phosphate metabolic process" 0.0999729083221025
-906 0.388473248128283 2 12 "GO:0009395" "phospholipid catabolic process" 0.741453280347175
277 0.800725343816854 2 11 "GO:0009403;GO:0052315;GO:0052314" "toxin biosynthetic process" 0.944490101654594
-737 0.353504467683766 2 21 "GO:0009404" "toxin metabolic process" 0.719167134495253
475 0.312661270821895 2 60 "GO:0009405" "pathogenesis" 0.679165223760516
1523 5.32824704624943e-08 2 171 "GO:0009408" "response to heat" 1.30949506819001e-05
-875 0.036601143196492 3 76 "GO:0009409" "response to cold" 0.260954908319016
-2022 0.115955831531147 2 8 "GO:0009410" "response to xenobiotic stimulus" 0.458777814022599
91 0.781611166348856 5 124 "GO:0009411" "response to UV" 0.938712397630816
216 0.674737804992181 2 50 "GO:0009414;GO:0009415" "response to water" 0.887053036267254
4121 0.0113017753197283 4 5 "GO:0009423;GO:0046417" "chorismate metabolic process" 0.137664190337682
195 0.758497715527643 2 33 "GO:0009435;GO:0019359;GO:0019363" "pyridine nucleotide biosynthetic process" 0.92606763748524
-2488 0.00624687339581804 3 16 "GO:0009438" "methylglyoxal metabolic process" 0.0999729083221025
-2516 0.122031329168807 3 5 "GO:0009441" "glycolate metabolic process" 0.466465593108212
-1657 0.197763783238989 3 8 "GO:0009445;GO:0009446" "putrescine metabolic process" 0.570356350658091
-1192 0.422161476513817 2 6 "GO:0009448" "gamma-aminobutyric acid metabolic process" 0.76586654315012
84 0.763610911386511 2 170 "GO:0009451" "RNA modification" 0.92904707161933
221 0.770912692223061 3 23 "GO:0009452;GO:0036260" "7-methylguanosine RNA capping" 0.933691811441496
-880 0.365419201354598 3 14 "GO:0009453;GO:0042331" "phototaxis" 0.727996013008477
230 0.800213489208312 4 16 "GO:0009553" "embryo sac development" 0.944490101654594
221 0.863390080828988 3 8 "GO:0009556;GO:0048236" "microsporogenesis" 0.963901290933516
2341 0.0536312308560149 2 9 "GO:0009561" "megagametogenesis" 0.320559774701617
-1441 0.189083429723109 2 11 "GO:0009566" "fertilization" 0.560853774694629
-166 0.740775286383012 2 53 "GO:0009581;GO:0009582" "detection of abiotic stimulus" 0.916481831953872
-670 0.49081866477957 2 14 "GO:0009584" "detection of visible light" 0.803406525764634
-1147 0.319066904172546 2 10 "GO:0009585" "red, far-red light phototransduction" 0.686437448832594
-214 0.735413233303187 3 33 "GO:0009593" "detection of chemical stimulus" 0.91404444470778
-1221 0.374729424864111 2 7 "GO:0009595" "detection of biotic stimulus" 0.732614321725506
105 0.393800793100785 2 939 "GO:0009605" "response to external stimulus" 0.74252948388835
2829 0.00506776437949246 2 13 "GO:0009606;GO:0009630" "tropism" 0.0916585263096082
123 0.439674771915776 2 543 "GO:0009607;GO:0051707;GO:0043207" "response to biotic stimulus" 0.775898432827161
-131 0.92393781439838 2 7 "GO:0009608" "response to symbiont" 0.977763978864344
-776 0.043648080636891 3 90 "GO:0009611" "response to wounding" 0.289462985557033
164 0.763083254572429 2 45 "GO:0009612" "response to mechanical stimulus" 0.928951584383336
244 0.549482705634807 3 80 "GO:0009615" "response to virus" 0.826769620885503
1 0.996011386897256 2 212 "GO:0009617" "response to bacterium" 0.998401049533766
67 0.874948702610453 4 74 "GO:0009620;GO:0050832" "response to fungus" 0.96681715935109
1571 0.19521992578394 4 9 "GO:0009624" "response to nematode" 0.568020050576999
579 0.45591543849674 4 22 "GO:0009626;GO:0034050" "programmed cell death induced by symbiont" 0.785048647677869
453 0.000209528054338677 2 958 "GO:0009628" "response to abiotic stimulus" 0.0102989201297293
2453 0.0116698543868867 3 14 "GO:0009629" "response to gravity" 0.140387811594342
-1401 0.308333270993717 4 7 "GO:0009631" "cold acclimation" 0.675944118671937
1148 0.318560230396185 2 10 "GO:0009635" "response to herbicide" 0.686053939482093
-823 0.083081764769315 2 59 "GO:0009636" "response to toxic substance" 0.393109414729556
-1736 0.0221915022967094 2 23 "GO:0009637" "response to blue light" 0.201995853149568
55 0.935734520992864 2 29 "GO:0009639" "response to red or far red light" 0.98179277466303
-155 0.887847327471441 3 11 "GO:0009640" "photomorphogenesis" 0.9700382150041
-503 0.343884136252419 2 47 "GO:0009642" "response to light intensity" 0.708805091890778
749 0.396024440213921 2 17 "GO:0009644" "response to high light intensity" 0.743636005039893
-3028 0.000287551891098425 2 19 "GO:0009645" "response to low light intensity stimulus" 0.0130586065327089
-1354 0.264318916891406 6 9 "GO:0009646" "response to absence of light" 0.631567234001258
1977 0.0211663421717519 2 18 "GO:0009648" "photoperiodism" 0.195648180516769
-586 0.355340864509907 2 33 "GO:0009649" "entrainment of circadian clock" 0.720336793751767
1484 0.248757234144201 2 8 "GO:0009650" "UV protection" 0.618459444805178
389 0.205107273653062 2 142 "GO:0009651" "response to salt stress" 0.579594288178255
-177 0.25125000156897 2 583 "GO:0009653" "anatomical structure morphogenesis" 0.620483481895455
3400 4.94581495228576e-07 5 29 "GO:0009657;GO:0009658" "plastid organization" 8.26544594825996e-05
976 0.447863850540805 3 8 "GO:0009664" "plant-type cell wall organization" 0.779817139664168
3246 0.00744701392923903 6 9 "GO:0009668;GO:0010027" "thylakoid membrane organization" 0.110332000696314
-1221 0.314262767741657 2 9 "GO:0009692;GO:0043449;GO:1900673;GO:0009693;GO:0043450;GO:1900674;GO:0120251" "hydrocarbon biosynthetic process" 0.680305618458364
-1452 0.291138889598932 2 7 "GO:0009694" "jasmonic acid metabolic process" 0.658569724279555
-574 0.724259832968311 2 5 "GO:0009696" "salicylic acid metabolic process" 0.909047358348938
-174 0.868720687799573 3 12 "GO:0009698;GO:0009699" "phenylpropanoid metabolic process" 0.965071655007593
-903 0.390135305508418 4 12 "GO:0009700;GO:0046217;GO:0010120;GO:0052317;GO:0050826;GO:0080136;GO:1902065" "response to freezing" 0.742082550715676
285 0.0923563001553422 2 478 "GO:0009719" "response to endogenous stimulus" 0.411710830558321
2116 0.00771747194291032 3 21 "GO:0009723" "response to ethylene" 0.111177898145744
431 0.0280195279008863 2 354 "GO:0009725" "response to hormone" 0.223429589938101
258 0.87409339619345 2 5 "GO:0009726" "detection of endogenous stimulus" 0.966457987074336
819 0.16599353386202 3 38 "GO:0009733" "response to auxin" 0.535951301758516
277 0.727433415672784 5 21 "GO:0009734" "auxin-activated signaling pathway" 0.911031430775003
229 0.640733668434527 3 55 "GO:0009735" "response to cytokinin" 0.869436025887926
52 0.908887001199898 2 64 "GO:0009737" "response to abscisic acid" 0.975245239715911
293 0.380323794438176 2 120 "GO:0009738" "abscisic acid-activated signaling pathway" 0.735102630343659
177 0.913477059704584 3 5 "GO:0009739" "response to gibberellin" 0.976853591931092
-616 0.330925708536302 2 33 "GO:0009742" "brassinosteroid mediated signaling pathway" 0.696177044443439
277 0.500015870641834 2 79 "GO:0009743" "response to carbohydrate" 0.805915612582211
339 0.654729982680906 4 23 "GO:0009744;GO:0034285" "response to disaccharide" 0.878121057163764
181 0.720678134977506 2 52 "GO:0009746;GO:0034284;GO:0009749" "response to monosaccharide" 0.908021600328977
-799 0.466390458858915 5 11 "GO:0009750" "response to fructose" 0.788579254193665
2712 0.00530146701547076 3 14 "GO:0009751" "response to salicylic acid" 0.0937869373545034
1254 0.168071773457838 3 16 "GO:0009753" "response to jasmonic acid" 0.53660601527662
323 0.209765066317894 3 203 "GO:0009755" "hormone-mediated signaling pathway" 0.58700498799475
1303 0.16559507806728 3 15 "GO:0009756;GO:0010182" "carbohydrate mediated signaling" 0.535839406275089
-2728 6.89290899811712e-10 2 68 "GO:0009765" "photosynthesis, light harvesting" 2.78555216740306e-07
4241 2.64298610283871e-05 2 13 "GO:0009767" "photosynthetic electron transport chain" 0.00193726244520353
-2039 0.025036388222776 4 16 "GO:0009768" "photosynthesis, light harvesting in photosystem I" 0.211263231024861
5024 0.000258947782776449 5 7 "GO:0009772" "photosynthetic electron transport in photosystem II" 0.0118888333674726
-1030 0.0552301040713206 2 46 "GO:0009787;GO:1905957;GO:1901419" "regulation of response to alcohol" 0.32272919553843
-1995 0.0085749753748146 3 23 "GO:0009788;GO:1905958;GO:1901420" "negative regulation of abscisic acid-activated signaling pathway" 0.118238439326651
49 0.94950156290306 3 22 "GO:0009789;GO:1901421;GO:1905959" "positive regulation of abscisic acid-activated signaling pathway" 0.986843593857742
260 0.341678588207227 3 179 "GO:0009790" "embryo development" 0.70669957501475
235 0.411796730693075 2 163 "GO:0009791" "post-embryonic development" 0.758257708609814
-38 0.919786327438459 2 95 "GO:0009792" "embryo development ending in birth or egg hatching" 0.977172099077034
593 0.13627180130855 3 84 "GO:0009793" "embryo development ending in seed dormancy" 0.487034718449206
-1199 0.06254326998877 3 32 "GO:0009798" "axis specification" 0.339799456453942
-1099 0.42399889356992 5 7 "GO:0009808;GO:0009809" "lignin biosynthetic process" 0.766287653335354
-1143 0.32059008863552 2 10 "GO:0009812" "flavonoid metabolic process" 0.686540460708102
-163 0.920308476801344 3 5 "GO:0009813" "flavonoid biosynthetic process" 0.977172099077034
142 0.892337037718859 2 12 "GO:0009820" "alkaloid metabolic process" 0.973416225480259
2663 0.101668620060118 2 5 "GO:0009822" "alkaloid catabolic process" 0.429495950061853
-249 0.690488686655491 2 34 "GO:0009826" "unidimensional cell growth" 0.895919792809516
1423 0.338089552753505 2 6 "GO:0009838" "abscission" 0.702405843562478
-1950 0.00740724813477244 2 25 "GO:0009845" "seed germination" 0.110133390416652
153 0.866265166725401 2 16 "GO:0009846" "pollen germination" 0.964483353213616
-407 0.784174114758309 2 6 "GO:0009850" "auxin metabolic process" 0.939569673490168
1207 0.250504564170256 3 12 "GO:0009853" "photorespiration" 0.620483481895455
-867 0.263709868535548 2 22 "GO:0009860;GO:0009932" "cell tip growth" 0.63156574547518
1421 0.269434444269255 2 8 "GO:0009861" "jasmonic acid and ethylene-dependent systemic resistance" 0.637427581062824
2720 0.0344510443629203 3 8 "GO:0009863;GO:0009862" "salicylic acid mediated signaling pathway" 0.251198016314627
-241 0.870903191683081 3 6 "GO:0009864" "induced systemic resistance, jasmonic acid mediated signaling pathway" 0.966179908351543
631 0.461956766304001 5 18 "GO:0009867" "jasmonic acid mediated signaling pathway" 0.785942026234499
619 0.415096632278307 2 23 "GO:0009873" "ethylene-activated signaling pathway" 0.760663055239173
236 0.801492780519636 3 15 "GO:0009877" "nodulation" 0.944490101654594
-807 0.360750623328692 2 17 "GO:0009880" "embryonic pattern specification" 0.724623127051575
-1132 0.0416413167776785 3 43 "GO:0009886" "post-embryonic animal morphogenesis" 0.282890116255513
-405 0.199917987634671 3 134 "GO:0009887" "animal organ morphogenesis" 0.57287143048427
-380 0.225837046464271 2 136 "GO:0009888" "tissue development" 0.602624942299122
546 0.000774891254523316 2 524 "GO:0009890;GO:0010558;GO:0031327;GO:2000113;GO:0045934" "negative regulation of biosynthetic process" 0.0254920918220348
832 2.82167579939154e-08 2 619 "GO:0009891;GO:0010557;GO:0031328;GO:0045935" "positive regulation of nucleobase-containing compound metabolic process" 7.85930765990524e-06
335 0.0020694169958192 2 1240 "GO:0009893;GO:0010604;GO:0031325;GO:0051173" "positive regulation of metabolic process" 0.0533705198057569
489 0.0032925789790585 2 497 "GO:0009894;GO:0031329" "regulation of catabolic process" 0.0720230103377299
531 0.0867867653930488 3 139 "GO:0009895;GO:0031330" "negative regulation of catabolic process" 0.398480634499754
357 0.118290722471798 2 258 "GO:0009896;GO:0031331" "positive regulation of catabolic process" 0.458777814022599
301 0.512544044315824 3 63 "GO:0009908;GO:0090567;GO:0048367" "shoot system development" 0.81051207165346
-561 0.490389549085897 3 20 "GO:0009909" "regulation of flower development" 0.803406525764634
-10 0.993745782801234 2 9 "GO:0009911" "positive regulation of flower development" 0.9978552141421
465 0.671506680487093 5 11 "GO:0009913" "epidermal cell differentiation" 0.886483398068041
72 0.919709356355251 3 26 "GO:0009914" "hormone transport" 0.977172099077034
1407 0.199628761034024 2 11 "GO:0009926;GO:0060918" "auxin polar transport" 0.57287143048427
-252 0.7951971206305 2 14 "GO:0009948" "anterior/posterior axis specification" 0.942940244471158
-309 0.822390049672754 2 7 "GO:0009950" "dorsal/ventral axis specification" 0.949156250699659
-351 0.579925084471641 2 33 "GO:0009952" "anterior/posterior pattern specification" 0.841515990125662
-1626 0.045689531416598 2 20 "GO:0009953" "dorsal/ventral pattern formation" 0.294299334788103
-4200 0.00983553098708235 2 5 "GO:0009960" "endosperm development" 0.126829779209969
803 0.485313841837599 4 10 "GO:0009965" "leaf morphogenesis" 0.801295554713967
-339 0.00286899894943377 2 1127 "GO:0009966;GO:0010646;GO:0023051" "regulation of cell communication" 0.0648212103903375
-319 0.0611409436625884 3 473 "GO:0009967;GO:0010647;GO:0023056" "positive regulation of cell communication" 0.335232103178864
-162 0.285581941002001 2 601 "GO:0009968;GO:0010648;GO:0023057;GO:0048585" "negative regulation of response to stimulus" 0.653787040825403
-1678 0.258688665046873 2 6 "GO:0009992" "cellular water homeostasis" 0.626788211308475
-874 0.322204154998265 2 17 "GO:0010001" "glial cell differentiation" 0.686820559053474
1006 0.464396918385428 2 7 "GO:0010015" "root morphogenesis" 0.786800618416187
2459 0.130755149085698 2 5 "GO:0010019" "chloroplast-nucleus signaling pathway" 0.481715461984781
2373 0.144738085729075 4 5 "GO:0010025;GO:0010166" "wax biosynthetic process" 0.498417639601819
1516 0.148951545113578 7 12 "GO:0010029;GO:1900140" "regulation of seed germination" 0.507601595011851
211 0.896719448908727 3 5 "GO:0010030" "positive regulation of seed germination" 0.974127368055294
1725 0.28896045508067 5 5 "GO:0010032" "meiotic chromosome condensation" 0.657558159764183
253 0.0349044877263385 3 997 "GO:0010033" "response to organic substance" 0.253197157072293
93 0.612259817470891 2 405 "GO:0010035" "response to inorganic substance" 0.855239557804541
-619 0.652609937654656 2 7 "GO:0010037;GO:0071244" "response to carbon dioxide" 0.877321687126928
17 0.943004837947649 3 247 "GO:0010038" "response to metal ion" 0.985707834111903
-2858 0.0789648559807134 2 5 "GO:0010039" "response to iron ion" 0.383176734364019
-1296 0.111304911408459 2 20 "GO:0010043" "response to zinc ion" 0.450238993013687
1881 0.102183009154028 2 10 "GO:0010051" "xylem and phloem pattern formation" 0.429719602027992
-2065 0.108464109408142 2 8 "GO:0010053" "root epidermal cell differentiation" 0.446667082652623
3504 0.0183313455967165 4 6 "GO:0010075;GO:0010082" "regulation of meristem growth" 0.18192009953226
-178 0.822847165654553 3 21 "GO:0010087" "phloem or xylem histogenesis" 0.949159430730183
-1817 0.221111258450734 2 6 "GO:0010089" "xylem development" 0.598661346992242
-101 0.945980535987951 3 6 "GO:0010090" "trichome morphogenesis" 0.986269491131791
-575 0.655122866246877 3 8 "GO:0010099;GO:2000030" "regulation of response to red or far red light" 0.878121057163764
186 0.90918626344985 2 5 "GO:0010106" "cellular response to iron ion starvation" 0.975245239715911
1152 0.253896093370683 5 13 "GO:0010109" "regulation of photosynthesis" 0.623041707687958
-32 0.979045081141044 3 9 "GO:0010114" "response to red light" 0.992900500749394
367 0.749930419177142 2 10 "GO:0010118" "stomatal movement" 0.9215321445065
291 0.727865705104586 2 19 "GO:0010119" "regulation of stomatal movement" 0.911031430775003
352 0.602951897308411 4 29 "GO:0010150;GO:0090693" "leaf senescence" 0.850380851628899
1046 0.520459064437848 2 5 "GO:0010152" "pollen maturation" 0.813278538689722
276 0.801430489529248 2 11 "GO:0010154" "fruit development" 0.944490101654594
371 0.683302895160611 2 16 "GO:0010165" "response to X-ray" 0.891580104928493
-56 0.967539071134543 4 7 "GO:0010167;GO:0015706;GO:0071249" "response to nitrate" 0.990571726229012
-1807 0.0854658919991964 2 12 "GO:0010171" "body morphogenesis" 0.398028392511463
-2198 0.110038923501484 4 7 "GO:0010172" "embryonic body morphogenesis" 0.448412109154127
1091 0.133944644992911 2 25 "GO:0010183;GO:0050918" "positive chemotaxis" 0.483556844884948
141 0.912776456781283 3 8 "GO:0010193" "response to ozone" 0.976853591931092
-785 0.597065614014147 7 6 "GO:0010197" "polar nucleus fusion" 0.849060631501398
656 0.500118695956677 2 14 "GO:0010200" "response to chitin" 0.805915612582211
2314 0.0563933492526966 2 9 "GO:0010206" "photosystem II repair" 0.324835917198937
2200 0.0696617302426105 7 9 "GO:0010207" "photosystem II assembly" 0.362937963027794
-2208 0.0355326462383535 2 12 "GO:0010208;GO:0010584;GO:0085029" "extracellular matrix assembly" 0.256399647640485
690 0.176646006520251 4 51 "GO:0010212" "response to ionizing radiation" 0.546056117518225
868 0.593650374465134 2 5 "GO:0010214" "seed coat development" 0.847780299833923
-2786 0.0867909725474215 6 5 "GO:0010218" "response to far red light" 0.398480634499754
-543 0.292116376262793 2 50 "GO:0010224" "response to UV-B" 0.66006610060895
875 0.524779455746015 2 7 "GO:0010225" "response to UV-C" 0.815289526749396
-1 0.999479511632561 2 10 "GO:0010226" "response to lithium ion" 0.999854738834285
830 0.320084961533113 2 19 "GO:0010228" "vegetative to reproductive phase transition of meristem" 0.686540460708102
1317 0.229846458843848 4 11 "GO:0010229" "inflorescence development" 0.603361738467097
119 0.507060413132959 2 425 "GO:0010243;GO:1901698" "response to nitrogen compound" 0.808237936574732
-3138 0.0346117180938966 4 6 "GO:0010256" "endomembrane system organization" 0.251929892328049
499 0.549926466357303 7 19 "GO:0010257;GO:0032981;GO:0097031" "NADH dehydrogenase complex assembly" 0.826769620885503
-584 0.562618691696243 3 13 "GO:0010259" "multicellular organism aging" 0.832906065998079
-1562 0.337090816456179 2 5 "GO:0010273" "detoxification of copper ion" 0.701377206749958
491 0.640139946617184 3 12 "GO:0010286" "heat acclimation" 0.869436025887926
-930 0.567540266746618 2 5 "GO:0010288" "response to lead ion" 0.834579439951294
1959 0.0887170976471499 3 10 "GO:0010310" "regulation of hydrogen peroxide metabolic process" 0.403272861374175
1023 0.373884731982856 2 10 "GO:0010311" "lateral root formation" 0.732167607928364
626 0.371585958149393 2 27 "GO:0010332;GO:0071479" "response to gamma radiation" 0.73092567474019
298 0.817099218411745 3 8 "GO:0010344" "seed oilbody biogenesis" 0.946711185392199
-1212 0.456222622441806 3 5 "GO:0010363" "regulation of plant-type hypersensitive response" 0.785048647677869
